mds_cache_memory_limit,mds_cache_reservation,mds_health_cache_threshold,mds_cache_trim_threshold,mds_cache_trim_decay_rate,mds_recall_max_caps,mds_recall_max_decay_threshold,mds_recall_max_decay_rate,mds_recall_global_max_decay_threshold,mds_recall_warning_threshold,mds_recall_warning_decay_rate,mds_session_cap_acquisition_throttle,mds_session_cap_acquisition_decay_rate,mds_session_max_caps_throttle_ratio,mds_cap_acquisition_throttle_retry_request_timeout,mds_session_cache_liveness_magnitude,mds_session_cache_liveness_decay_rate,mds_max_caps_per_client,mds_cache_mid,mds_dir_max_commit_size,mds_decay_halflife,mds_beacon_interval,mds_beacon_grace,mon_mds_blocklist_interval,mds_reconnect_timeout,mds_tick_interval,mds_dirstat_min_interval,mds_scatter_nudge_interval,mds_client_prealloc_inos,mds_early_reply,mds_default_dir_hash,mds_log_skip_corrupt_events,mds_log_max_events,mds_log_max_segments,mds_bal_sample_interval,mds_bal_replicate_threshold,mds_bal_unreplicate_threshold,mds_bal_split_size,mds_bal_split_rd,mds_bal_split_wr,mds_bal_split_bits,mds_bal_merge_size,mds_bal_interval,mds_bal_fragment_interval,mds_bal_fragment_fast_factor,mds_bal_fragment_size_max,mds_bal_idle_threshold,mds_bal_max,mds_bal_max_until,mds_bal_mode,mds_bal_min_rebalance,mds_bal_min_start,mds_bal_need_min,mds_bal_need_max,mds_bal_midchunk,mds_bal_minchunk,mds_replay_interval,mds_shutdown_check,mds_thrash_exports,mds_thrash_fragments,mds_dump_cache_on_map,mds_dump_cache_after_rejoin,mds_verify_scatter,mds_debug_scatterstat,mds_debug_frag,mds_debug_auth_pins,mds_debug_subtrees,mds_kill_mdstable_at,mds_kill_export_at,mds_kill_import_at,mds_kill_link_at,mds_kill_rename_at,mds_wipe_sessions,mds_wipe_ino_prealloc,mds_skip_ino,mds_min_caps_per_client,bluestore_cache_trim_interval,bluestore_default_buffered_read,bluestore_default_buffered_write,bluestore_deferred_batch_ops,bluestore_deferred_batch_ops_hdd,bluestore_deferred_batch_ops_ssd,bluestore_fsck_read_bytes_cap,bluestore_max_deferred_txc,bluestore_prefer_deferred_size,bluestore_prefer_deferred_size_hdd,bluestore_prefer_deferred_size_ssd,bluestore_throttle_bytes,client_cache_mid,client_cache_size,client_oc,client_oc_max_dirty,client_oc_max_dirty_age,client_oc_max_objects,client_oc_size,client_oc_target_dirty,client_readahead_max_bytes,client_readahead_max_periods,client_readahead_min,ms_async_max_op_threads,ms_async_op_threads,osd_bench_max_block_size,osd_bench_small_size_max_iops,osd_pool_default_cache_max_evict_check_size,osd_pool_default_cache_min_evict_age,osd_pool_default_cache_min_flush_age,osd_pool_default_cache_target_dirty_high_ratio,osd_pool_default_cache_target_dirty_ratio,osd_pool_default_cache_target_full_ratio,osd_target_transaction_size,osd_tier_default_cache_hit_set_count,osd_tier_default_cache_hit_set_grade_decay_rate,osd_tier_default_cache_hit_set_period,osd_tier_default_cache_hit_set_search_last_n,osd_tier_default_cache_min_read_recency_for_promote,osd_tier_default_cache_min_write_recency_for_promote,rbd_cache,rbd_cache_block_writes_upfront,rbd_cache_max_dirty,rbd_cache_max_dirty_age,rbd_cache_max_dirty_object,rbd_cache_size,rbd_cache_target_dirty,rbd_cache_writethrough_until_flush,rbd_enable_alloc_hint,rbd_non_blocking_aio,rbd_readahead_disable_after_bytes,rbd_readahead_max_bytes,Average IOPS
1073766943,0.89659,3.45367,73213,3.17074,6061,22113,5.10489,66388,48529,69.1171,502743,14.7756,2.79318,2.45367,13,7.60489,1074946,2.56684,14,14.1171,11.3805,30.6294,39548.0,77.9953,14.1171,7.72931,11.9464,1745,0,5,0,1,581,6.47319,11039.5,2.60489,20862,57561.6,40390.9,2,94,47,18,9.9659,125031,5.64394,-1,0,1,2.22733,2.71806,3.05757,5.45466,2.77465,0.868864,4.03904,1,2,2,0,0,0,1,1,0,0,4,2,1,1,3,1,1,1,118,0.89659,1,0,33,120,109,67116966,91,15,37838,732,67111422,1.72683,27409,1,104857600,14.1171,4383,209729896,8419269,1014,8,138673,21,19,67134309,477,44,2,7,2.9444,2.61416,2.8405,42,5,25,2358,3,1,3,0,1,25178393,3.17074,1,33560970,16803819,1,1,1,52430429,546623,394
1073744551,1.42557,4.6744,70740,4.52711,5428,23880,6.73253,70582,46746,74.8138,529543,17.7596,3.85114,3.6744,14,9.23253,1077676,3.73331,11,19.8138,15.9922,40.3952,62009.6,98.612,19.8138,11.934,16.2867,2320,1,7,1,0,1531,8.64337,12938.7,4.23253,34795,77907.3,59380.2,8,81,29,18,15.2557,123406,9.17048,0,-1,1,3.55656,4.29144,4.46819,8.11313,4.3209,1.41114,5.93795,3,3,3,0,0,0,1,1,1,1,4,4,2,2,2,0,0,2,449,1.42557,0,0,61,74,68,67118990,82,13,41566,1334,67118017,2.3372,27205,1,104857600,19.8138,5315,209727200,8421129,955,14,133803,9,20,67112889,371,33,8,4,4.40928,3.99765,4.11548,46,4,48,2216,1,1,3,0,0,25197183,4.52711,1,33571036,16796777,0,0,0,52433773,527696,387
1073770138,0.672624,2.93682,72323,2.59647,5648,18155,4.41577,74748,64795,66.7052,504686,13.5122,2.34525,1.93682,18,6.91577,1055668,2.07297,11,11.7052,9.428,26.4946,30037.9,69.2664,11.7052,5.94906,10.1087,2098,1,7,1,2,1105,5.55435,10235.4,1.91577,23530,48947.4,32350.9,13,63,34,17,7.72624,112300,4.15083,-1,0,1,1.66454,2.05191,2.46033,4.32908,2.11998,0.639269,3.23506,2,3,1,1,1,1,1,1,0,1,3,2,3,3,1,1,1,2,378,0.672624,0,0,60,103,60,67117726,45,18,39012,1127,67116296,1.46841,20600,1,104857600,11.7052,1559,209741586,8415442,999,18,143337,6,7,67131713,276,28,7,2,2.32419,2.0284,2.30068,45,6,23,1467,3,3,2,1,0,25181582,2.59647,2,33561693,16787242,1,1,1,52430491,547514,403
1073745868,1.27163,4.31915,78212,4.13239,6760,22534,6.25886,78711,62939,73.156,504430,16.8912,3.54326,3.31915,10,8.75886,1054219,3.39385,12,18.156,14.6501,37.5532,55472.9,92.6123,18.156,10.7104,15.0236,1093,1,8,0,3,1867,8.01182,12386.0,3.75886,38815,71986.4,53854.0,1,88,20,11,13.7163,102745,8.1442,0,-1,1,3.16974,3.83357,4.05768,7.33948,3.87092,1.25333,5.38534,3,2,3,1,1,1,0,0,0,0,3,1,2,3,2,0,0,1,404,1.27163,0,1,47,102,62,67116050,83,15,47300,824,67131999,2.15957,23070,0,104857600,18.156,3527,209724173,8402701,885,13,145682,22,4,67139857,387,33,4,8,3.98298,3.59503,3.74444,48,6,31,1632,3,2,2,1,0,25188365,4.13239,3,33580190,16803060,1,0,1,52453505,551067,390
1073762228,0.509969,2.56147,82297,2.17941,5465,22700,3.91529,78515,65027,64.9535,510345,12.5947,2.01994,1.56147,10,6.41529,1076792,1.71429,19,9.95351,8.00998,23.4917,23131.2,62.927,9.95351,4.65616,8.7741,2829,1,4,1,2,1904,4.88705,9651.4,1.41529,15210,42691.3,26511.9,12,87,18,12,6.09969,111721,3.06646,-1,-1,1,1.25582,1.56811,2.02658,3.51164,1.64452,0.472527,2.65117,1,1,3,0,0,0,1,0,0,0,2,2,2,3,1,0,0,1,116,0.509969,0,0,61,99,112,67135451,52,12,49832,1106,67126095,1.28073,17175,1,104857600,9.95351,9596,209717029,8405840,124,16,140276,11,14,67124243,409,22,8,7,1.87376,1.60299,1.90864,34,4,27,2188,1,2,3,1,1,25171935,2.17941,1,33578322,16801203,0,0,0,52450170,535382,394
1073750048,1.78356,5.50052,71100,5.44503,6616,20239,7.83403,68656,55393,78.6691,501807,19.7791,4.56712,4.50052,13,10.334,1081084,4.52272,16,23.6691,19.1131,47.0042,77210.5,112.564,23.6691,14.7796,19.2241,1971,0,7,0,0,1333,10.112,14223.9,5.33403,18009,91676.3,72231.3,2,95,15,5,18.8356,114372,11.5571,-1,-1,1,4.45613,5.35623,5.42283,9.91225,5.36733,1.77812,7.22304,2,1,2,0,0,0,0,0,1,1,3,2,2,3,2,1,0,2,179,1.78356,0,0,57,103,53,67120364,40,3,44079,524,67138963,2.75026,27118,0,104857600,23.6691,3018,209722902,8403389,695,16,134817,6,21,67121522,248,13,6,3,5.40063,4.93393,4.97833,38,4,24,2348,2,1,2,0,0,25192827,5.44503,1,33573887,16806105,0,1,1,52438622,532776,387
1073766266,1.81019,5.56197,75633,5.5133,7002,25630,7.91595,74199,40322,78.9558,522220,19.9292,4.62037,4.56197,13,10.416,1052094,4.58143,10,23.9558,19.3452,47.4957,78341.1,113.602,23.9558,14.9912,19.4425,2050,0,3,1,3,1321,10.2213,14319.5,5.41595,28250,92700.3,73187.0,3,70,15,16,19.1019,109045,11.7346,0,-1,1,4.52303,5.43542,5.49383,10.0461,5.44516,1.80542,7.31861,2,1,3,0,1,0,0,0,1,0,2,4,3,1,2,0,1,1,131,1.81019,0,1,53,113,77,67115470,36,17,38663,1431,67120245,2.78098,32932,1,104857600,23.9558,3819,209724428,8401312,550,13,146762,19,13,67121746,192,39,1,4,5.47436,5.00356,5.0425,35,4,36,1359,3,3,1,1,0,25173207,5.5133,2,33567016,16800096,0,1,0,52453069,556253,390
1073774295,1.99582,5.99035,65764,5.98927,6667,16802,8.48713,77108,37318,80.9549,528710,20.9764,4.99163,4.99035,16,10.9871,1054884,4.99077,27,25.9549,20.9635,50.9228,86223.4,120.837,25.9549,16.4667,20.9657,2277,0,7,0,1,459,10.9828,14986.0,5.98713,12097,99840.1,79850.8,19,59,12,17,20.9582,125472,12.9721,-1,-1,1,4.98949,5.98756,5.98884,10.979,5.98777,1.99571,7.98498,1,2,3,1,0,0,0,0,0,1,2,3,2,1,2,1,0,2,127,1.99582,0,0,15,108,48,67138711,71,14,36191,1956,67116889,2.99517,20453,0,104857600,25.9549,1481,209740568,8410368,510,12,141505,7,20,67111036,399,40,8,6,5.98841,5.48906,5.48992,34,5,47,1523,2,2,2,0,0,25173798,5.98927,1,33572488,16785751,0,0,1,52456550,547423,390
1073762765,0.391923,2.28905,70593,1.87673,6480,21715,3.55207,74289,51058,63.6822,506985,11.9288,1.78385,1.28905,17,6.05207,1076996,1.45398,15,8.68225,6.98087,24.1596,24667.3,64.3369,10.3431,4.94371,9.07092,2117,1,4,1,2,1281,5.03546,9781.28,1.5266,16282,44082.7,27810.5,5,55,40,14,6.46144,103081,3.30762,-1,-1,1,1.34672,1.67571,2.12305,3.69344,1.75027,0.509611,2.78103,3,1,3,0,1,0,1,1,0,1,2,4,3,1,2,0,1,2,372,0.546144,1,1,24,94,117,67109744,94,20,40631,2130,67111785,1.32247,17623,0,104857600,10.3431,7543,209736163,8398565,800,16,155610,9,7,67118371,345,41,6,2,1.97394,1.69761,1.99583,35,6,23,1607,3,3,1,1,0,25186241,2.27216,2,33572231,16786498,0,0,1,52450792,530772,396
1073743872,1.53219,4.92044,71806,4.80049,5152,25170,7.06059,80002,63328,75.9621,523488,18.3611,4.06439,3.92044,10,9.56059,1071580,3.96842,12,20.9621,16.9217,42.3636,66536.9,102.768,20.9621,12.7815,17.1616,1008,0,5,1,1,475,9.08079,13321.5,4.56059,40680,82008.2,63207.7,9,68,23,6,16.3219,109593,9.88128,0,-1,1,3.82448,4.60857,4.75251,8.64897,4.63256,1.52044,6.32069,1,2,1,1,0,1,0,0,0,0,2,4,1,1,1,0,0,1,480,1.53219,0,0,36,84,101,67115125,94,19,45853,505,67115479,2.46022,19199,0,104857600,20.9621,1673,209735433,8391940,753,4,160842,20,5,67113752,450,16,5,8,4.70453,4.2765,4.37246,34,6,46,2384,1,2,1,1,0,25184216,4.80049,1,33570692,16777928,0,0,0,52449594,549872,387
1073748237,1.20329,4.16145,76782,3.95716,6777,21884,6.04859,82225,43330,72.4201,523749,16.5058,3.40659,3.16145,17,8.54859,1064106,3.24316,28,17.4201,14.0543,36.2916,52571.2,89.9489,17.4201,10.1672,14.4629,2795,0,4,0,3,1789,7.73146,12140.6,3.54859,41630,69358.0,51400.9,12,69,25,5,13.0329,126054,7.68862,-1,0,1,2.99802,3.63031,3.87545,6.99604,3.67116,1.18327,5.14003,3,2,2,1,1,1,0,0,1,1,3,4,2,3,1,0,0,1,425,1.20329,1,1,41,71,91,67133534,100,22,44437,2364,67118834,2.08072,19528,0,104857600,17.4201,3728,209739589,8402204,725,8,154744,8,2,67128721,296,48,3,1,3.79373,3.4163,3.57973,41,6,38,1874,1,3,2,0,1,25190907,3.95716,3,33563098,16779639,0,0,1,52446996,536459,375
1073751605,1.2012,4.15662,67445,3.9518,7671,24074,6.04216,79114,45714,72.3976,513402,16.494,3.4024,3.15662,16,8.54216,1060807,3.23855,18,17.3976,14.0361,36.2529,52482.4,89.8673,17.3976,10.1506,14.4458,1570,0,5,0,0,1733,7.72288,12133.1,3.54216,36107,69277.6,51325.8,16,79,17,7,13.012,108773,7.67468,-1,0,1,2.99276,3.62409,3.86987,6.98552,3.66505,1.18113,5.13252,1,3,2,1,1,0,0,0,0,1,4,4,1,1,2,0,1,2,215,1.2012,1,0,43,117,41,67132711,117,14,37856,2038,67124492,2.07831,23629,0,104857600,17.3976,3453,209721929,8407518,353,6,143775,22,5,67138904,385,18,4,4,3.78794,3.41083,3.57469,34,6,35,1527,2,1,1,0,0,25171483,3.9518,1,33570305,16791420,0,1,1,52447172,545492,391
1073747651,0.894482,3.4488,67565,3.16534,5893,25639,5.0984,68984,51174,69.0944,524551,14.7637,2.78896,2.4488,16,7.5984,1071260,2.56219,23,14.0944,11.3621,30.5904,39458.4,77.9131,14.0944,7.71255,11.9291,1739,1,5,1,3,1282,6.46454,11031.9,2.5984,17026,57480.5,40315.2,13,61,11,7,9.94482,127871,5.62988,0,-1,1,2.22203,2.71179,3.05195,5.44406,2.76848,0.866702,4.03147,3,1,1,1,1,1,0,0,0,1,1,4,1,1,1,0,1,2,118,0.894482,0,1,61,78,44,67133314,80,16,33458,1595,67138200,1.7244,27902,1,104857600,14.0944,5861,209725466,8419988,992,11,145932,8,10,67125051,124,38,8,6,2.93856,2.60864,2.83542,37,6,40,2389,3,1,3,1,1,25180180,3.16534,1,33565037,16805297,0,1,1,52441087,544289,395
1073760149,1.04326,3.79214,78614,3.54683,6154,18493,5.55619,71282,50939,70.6967,511041,15.603,3.08653,2.79214,17,8.05619,1080198,2.89027,25,15.6967,12.6592,33.3372,45776.0,83.7118,15.6967,8.89516,13.1498,1451,1,4,1,2,449,7.07492,11566.1,3.05619,16251,63202.9,45656.1,21,74,12,14,11.4326,104093,6.62175,-1,-1,1,2.59589,3.15432,3.4487,6.19178,3.20338,1.01922,4.56556,2,3,1,0,1,1,0,1,0,0,1,2,2,3,3,1,0,1,284,1.04326,0,0,28,104,45,67122665,80,5,47061,1199,67134812,1.89607,28005,0,104857600,15.6967,8226,209724813,8418471,70,13,159580,22,19,67135538,492,22,5,8,3.35057,2.99776,3.19402,43,5,22,1733,2,1,3,1,1,25182636,3.54683,1,33556408,16796177,0,1,1,52429692,546556,387
1073765757,0.42355,2.36204,76156,1.95782,6604,18293,3.64938,80077,51165,64.0228,515099,12.1072,1.8471,1.36204,16,6.14938,1048588,1.52372,16,9.02284,7.25659,21.8963,19461.7,59.5589,9.02284,3.96924,8.06502,2575,0,2,1,0,491,4.53251,9341.14,1.14938,38428,39367.5,23409.7,20,72,15,13,5.2355,103274,2.49033,-1,-1,1,1.03866,1.31107,1.79613,3.07733,1.39191,0.383936,2.34095,3,1,2,0,1,1,1,0,0,0,4,3,3,3,1,0,1,2,388,0.42355,1,0,59,72,107,67130590,91,12,37540,482,67115295,1.18102,25735,0,104857600,9.02284,8652,209742570,8400174,819,8,157077,21,15,67139253,233,27,1,8,1.63445,1.37698,1.70035,38,6,42,2303,1,1,3,0,1,25192824,1.95782,2,33568095,16786653,0,1,1,52438370,553373,389
1073760551,1.79262,5.52143,74129,5.46826,6368,18053,7.86191,68628,64069,78.7667,530043,19.8302,4.58524,4.52143,14,10.3619,1055146,4.5427,18,23.7667,19.1921,47.1714,77595.2,112.917,23.7667,14.8516,19.2984,2518,1,6,1,-1,366,10.1492,14256.5,5.36191,33607,92024.7,72556.5,12,76,25,11,18.9262,128018,11.6175,0,-1,1,4.47889,5.38318,5.44699,9.95778,5.39381,1.78741,7.25556,2,3,3,1,0,1,1,1,1,1,1,4,3,2,1,1,0,2,133,1.79262,1,0,2,86,34,67109749,84,10,35197,89,67124893,2.76072,32362,1,104857600,23.7667,3738,209735794,8389341,134,6,137467,15,18,67135891,249,30,1,8,5.42572,4.95762,5.00016,38,4,38,1269,2,3,1,0,1,25168679,5.46826,1,33556787,16783679,1,0,0,52432063,545538,394
1073752222,0.464605,2.45678,80744,2.06309,7991,23244,3.77571,82077,38250,64.465,526428,12.3388,1.92921,1.45678,17,6.27571,1059798,1.61426,28,9.46498,7.61451,22.6543,21205.0,61.159,9.46498,4.29558,8.40189,2611,1,5,1,3,293,4.70094,9488.54,1.27571,28314,40946.6,24883.5,3,74,38,12,5.64605,112798,2.76404,-1,0,1,1.14183,1.43318,1.90561,3.28366,1.51192,0.426024,2.48833,2,2,3,0,1,1,1,0,0,0,2,1,2,3,2,1,1,2,378,0.464605,1,0,11,78,63,67120395,109,18,46424,1057,67131800,1.22839,31857,0,104857600,9.46498,1189,209747839,8392303,96,6,158151,9,14,67117155,232,23,8,6,1.74814,1.48435,1.79931,34,6,45,1363,2,2,1,0,0,25173220,2.06309,2,33569338,16800702,1,0,1,52453232,540489,387
1073773364,0.772638,3.16763,83907,2.85292,6728,22488,4.7235,68101,63036,67.7823,505120,14.0764,2.54528,2.16763,11,7.2235,1055975,2.29351,23,12.7823,10.2999,28.341,34284.7,53.2419,7.27736,2.68091,6.73513,1739,0,4,1,2,1688,3.86757,8759.23,0.650675,21414,33133.5,17591.3,12,60,26,10,3.61469,109688,1.40979,0,0,1,0.631384,0.828985,1.36392,2.26277,0.918141,0.217783,1.75912,2,2,1,0,1,1,1,1,0,1,3,4,4,1,2,1,0,2,398,0.261469,1,0,14,78,104,67109579,65,11,48250,1676,67123978,0.994003,32634,1,104857600,7.27736,1896,209715461,8395768,14,9,142944,22,13,67137337,192,45,4,3,1.18561,0.953073,1.3097,32,4,32,1363,2,2,2,1,1,25184619,1.54223,1,33562626,16805320,0,1,1,52436855,550053,393
1073754358,1.60137,5.08009,68854,4.97788,6156,22599,7.27345,72507,46499,76.7071,502951,18.7513,4.20275,4.08009,16,9.77345,1080700,4.12098,28,21.7071,17.5248,43.6407,69474.5,105.464,21.7071,13.3314,17.7292,2649,1,7,0,3,330,9.36461,13569.8,4.77345,10864,84669.0,65691.1,22,81,20,18,17.0137,122445,10.3425,0,-1,1,3.99832,4.81434,4.93699,8.99664,4.83478,1.59136,6.56903,3,3,3,1,1,1,0,0,0,1,3,4,4,2,1,0,1,2,299,1.60137,1,0,51,114,21,67111888,101,6,42395,1275,67122530,2.54005,30159,1,104857600,21.7071,2329,209725624,8410050,75,9,151797,5,1,67130203,277,31,5,1,4.89611,4.45744,4.53921,39,5,25,1737,1,1,2,0,0,25170248,4.97788,3,33582811,16785393,1,1,1,52430615,556367,290
1073762950,1.13007,3.99247,69761,3.76941,5521,19967,5.82329,73675,60144,71.6315,528842,16.0927,3.26014,2.99247,15,8.32329,1078358,3.08169,25,16.6315,13.416,34.9398,49462.0,87.0951,16.6315,9.58518,13.8621,2902,1,5,0,0,1239,7.43106,11877.7,3.32329,22106,66541.7,48772.3,20,74,20,7,12.3007,101927,7.20047,-1,-1,1,2.81402,3.41252,3.68019,6.62805,3.45713,1.10821,4.87718,3,1,1,0,0,0,1,1,1,0,2,3,1,1,3,1,0,2,245,1.13007,1,1,36,98,44,67109000,33,21,43472,815,67128852,1.99624,21602,0,104857600,16.6315,3970,209726739,8419368,96,7,160213,14,17,67128497,252,26,2,6,3.59096,3.2248,3.40325,44,4,38,1389,3,3,2,0,1,25191665,3.76941,1,33570697,16807440,0,1,1,52460231,534454,391
1073747213,1.00775,3.71019,73277,3.45577,7951,17310,5.44692,68233,57594,70.3142,528246,15.4027,3.0155,2.71019,17,7.94692,1072824,2.81196,21,15.3142,12.3496,32.6815,44268.0,82.3277,15.3142,8.61288,12.8585,1687,1,8,1,2,1695,6.92923,11438.6,2.94692,24347,61837.0,44381.2,10,69,12,6,11.0775,108699,6.38499,-1,-1,1,2.50665,3.04869,3.354,6.0133,3.09957,0.982816,4.43807,2,3,3,1,1,0,0,0,0,0,3,1,2,2,3,1,1,2,299,1.00775,1,1,6,126,50,67135022,114,3,40202,2358,67110177,1.8551,26341,1,104857600,15.3142,7691,209719220,8396294,937,7,155587,9,22,67138463,256,24,2,2,3.25223,2.90488,3.10842,39,5,35,1403,3,2,3,0,0,25179479,3.45577,1,33584471,16787230,0,0,1,52436854,533573,403
1073769672,1.65593,5.206,72464,5.11778,6399,24632,7.44133,68697,51862,77.2947,518900,19.0591,4.31187,4.206,18,9.94133,1063862,4.24129,22,22.2947,18.0004,44.648,71791.2,107.59,22.2947,13.7651,18.1769,2179,0,2,1,0,1906,9.58844,13765.7,4.94133,12297,86767.5,67649.7,12,51,31,9,17.5593,107509,10.7062,0,0,1,4.13542,4.97662,5.08249,9.27084,4.99427,1.64729,6.76489,3,1,1,1,0,0,1,0,1,1,1,3,3,3,1,0,1,2,310,1.65593,1,0,57,120,58,67121418,105,15,34739,660,67138078,2.603,26535,1,104857600,22.2947,3422,209732338,8408100,730,18,141536,5,2,67128378,131,17,2,1,5.0472,4.60013,4.67071,35,5,45,1613,1,3,2,1,1,25188702,5.11778,1,33555589,16795289,1,0,1,52447574,543609,360
1073769969,0.827846,3.29503,67202,2.99448,6671,17833,4.89337,77595,45346,68.3768,514684,14.3878,2.65569,2.29503,14,7.39337,1072637,2.41525,19,13.3768,10.7812,29.3602,36628.9,75.316,13.3768,7.18288,11.3823,1786,0,7,1,3,1246,6.19116,10792.7,2.39337,10509,54917.5,37923.1,5,96,48,10,9.27846,128816,5.18564,-1,0,1,2.05459,2.51359,2.87426,5.10917,2.5737,0.798392,3.79227,1,1,2,1,1,1,0,0,0,1,3,4,1,2,1,1,1,2,331,0.827846,0,0,29,78,70,67109025,51,18,37540,890,67110230,1.64751,19634,0,104857600,13.3768,2196,209720619,8404787,952,7,147931,14,6,67116766,306,39,7,7,2.75403,2.43437,2.67481,30,5,20,1214,3,1,1,0,0,25171482,2.99448,2,33563273,16781136,0,1,1,52441382,549618,396
1073754250,0.712263,3.0283,68956,2.69811,6835,19380,4.53773,68624,33238,67.1321,504398,13.7358,2.42453,2.0283,16,7.03773,1079187,2.16037,22,12.1321,9.77357,27.2264,31721.0,70.8113,12.1321,6.26414,10.434,2873,1,6,0,1,1882,5.71698,10377.7,2.03773,17830,50472.0,33773.9,3,52,48,5,8.12263,126275,4.41509,0,-1,1,1.76415,2.16981,2.56603,4.5283,2.23585,0.679904,3.37735,1,2,3,1,1,0,1,1,1,0,1,2,4,3,3,0,0,2,245,0.712263,0,0,34,123,27,67113671,115,16,39925,2189,67134911,1.51415,22767,1,104857600,12.1321,5806,209732558,8406217,599,5,155867,5,12,67132533,451,48,4,5,2.43396,2.13207,2.39622,46,5,25,1811,2,3,3,1,0,25168043,2.69811,3,33582964,16801095,0,1,0,52454152,541993,389
1073760655,0.98198,3.65072,65666,3.38969,6951,19431,5.36763,69432,46480,70.0367,510059,15.2573,2.96396,2.65072,14,7.86763,1081132,2.75514,15,15.0367,12.125,32.2058,43173.8,81.3233,15.0367,8.40805,12.647,1395,0,7,0,0,1489,6.82351,11346.0,2.86763,32183,60845.9,43456.2,5,62,36,5,10.8198,116312,6.2132,0,0,1,2.4419,2.97204,3.28528,5.8838,3.02425,0.956399,4.34557,2,1,1,0,1,1,0,0,0,1,2,2,2,3,1,0,1,1,249,0.98198,1,0,8,122,85,67141573,41,21,46585,1723,67137304,1.82536,18991,0,104857600,15.0367,6152,209736307,8389960,169,10,157596,13,12,67132326,208,29,4,2,3.18087,2.83749,3.04631,48,5,28,2391,1,3,1,1,1,25196844,3.38969,1,33580944,16794210,0,1,0,52443722,528035,388
1073762923,0.92205,3.51242,69957,3.23603,6530,16930,5.18323,82608,50659,69.3913,517663,14.9193,2.8441,2.51242,15,7.68323,1056558,2.62298,13,14.3913,11.6025,31.0994,40629.0,78.9876,14.3913,7.93168,12.1553,1087,0,6,1,1,366,6.57764,11130.9,2.68323,10573,58540.8,41304.8,2,72,21,13,10.2205,122189,5.81367,-1,0,1,2.29131,2.79379,3.12547,5.58261,2.84907,0.894963,4.13044,2,2,1,0,0,0,0,1,1,0,1,2,1,1,3,1,1,1,422,0.92205,0,1,16,81,84,67131368,57,21,48124,1520,67113022,1.75621,26515,1,104857600,14.3913,4168,209726323,8402537,690,9,151525,15,22,67130235,133,20,8,7,3.01491,2.68075,2.90186,47,6,28,1982,2,2,2,0,0,25192983,3.23603,1,33579465,16801878,1,0,0,52442502,531897,389
1073755621,1.39151,4.59579,77118,4.43977,7001,24707,6.62772,75268,59851,74.447,515796,17.5675,3.78302,3.59579,18,9.12772,1049882,3.6582,24,19.447,15.6952,39.7663,41638.3,79.9139,14.6473,8.1206,12.3503,1689,0,2,1,-1,666,6.67515,11216.2,2.75636,30386,59455.0,42158.0,9,97,16,9,10.4582,115978,5.97212,-1,-1,1,2.35103,2.86448,3.18885,5.70206,2.91854,0.919328,4.21576,1,2,2,0,0,1,0,0,0,1,4,4,4,3,2,0,0,1,117,0.945818,0,0,59,70,100,67114982,74,1,36532,246,67138463,1.78364,29827,0,104857600,14.6473,6836,209736918,8414787,510,6,143262,7,9,67126416,425,27,1,1,3.08073,2.74291,2.95915,45,5,26,1452,1,3,1,0,1,25171569,3.29697,3,33577160,16799177,0,0,1,52452301,528306,389
1073767655,1.21588,4.19048,74872,3.98942,7678,26952,6.08731,74350,62785,72.5556,515352,16.5767,3.43175,3.19048,12,8.58731,1067103,3.2709,25,17.5556,14.164,36.5238,53105.4,90.4392,17.5556,10.2672,14.5662,2714,0,3,1,-1,487,7.78308,12185.8,3.58731,24155,69841.9,51852.5,9,62,31,9,13.1588,109777,7.7725,0,-1,1,3.02963,3.66773,3.909,7.05927,3.70794,1.19617,5.18519,3,1,2,1,1,1,1,0,0,0,2,1,1,2,3,0,0,2,107,1.21588,0,1,41,69,48,67119267,33,22,33482,900,67121449,2.09524,16877,0,104857600,17.5556,1702,209718243,8388786,171,8,149592,5,15,67132482,259,26,8,8,3.82858,3.44921,3.61006,31,4,24,2279,2,3,3,0,1,25181172,3.98942,2,33566459,16809230,1,0,0,52447106,548174,399
1073745733,1.75138,5.42627,79145,5.36252,6274,26792,7.73503,72221,57669,78.3226,510625,19.5976,4.50277,4.42627,10,10.235,1058184,4.45177,24,23.3226,18.8326,46.4102,75844.3,111.31,23.3226,14.5238,18.9601,1747,1,5,1,2,1772,9.98004,14108.4,5.23503,32562,90438.7,71076.2,1,64,12,13,18.5138,108579,11.3426,0,-1,1,4.37527,5.26053,5.33703,9.75055,5.27328,1.74514,7.10753,3,3,1,0,0,1,1,0,1,1,2,2,3,2,3,0,0,2,299,1.75138,1,1,12,84,85,67120926,102,18,48056,1379,67123459,2.71314,20587,0,104857600,23.3226,9829,209746146,8407451,548,12,134184,15,14,67130960,153,42,8,1,5.31153,4.84977,4.90077,36,4,32,1653,1,3,2,0,0,25178166,5.36252,1,33557279,16788325,1,1,0,52448934,532296,394
