failure,smart_1_normalized,smart_1_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw
0,80.0,104272496.0,95.0,0.0,100.0,4.0,100.0,0.0,93.0,1896062427.0,73.0,24383.0,100.0,0.0,100.0,4.0,100.0,12.0,85.0,30284.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,118.0,169264848.0,93.0,0.0,100.0,7.0,100.0,0.0,87.0,649437860.0,62.0,34130.0,100.0,0.0,100.0,7.0,100.0,0.0,96.0,9572.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,442.0,100.0,6.0,100.0,0.0,100.0,0.0,97.0,25177.0,100.0,0.0,100.0,6.0,100.0,307.0,100.0,307.0,240.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,6875.0,100.0,0.0,100.0,1.0,100.0,246.0,100.0,246.0,250.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,81.0,127910056.0,98.0,0.0,100.0,2.0,100.0,0.0,88.0,599052908.0,86.0,12740.0,100.0,0.0,100.0,2.0,100.0,189.0,100.0,680.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,7881.0,100.0,1.0,100.0,0.0,100.0,0.0,73.0,10947.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,63.0,100.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0
0,84.0,242714348.0,90.0,0.0,100.0,11.0,100.0,0.0,90.0,994502560.0,79.0,19011.0,100.0,0.0,100.0,10.0,100.0,271.0,99.0,3823.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0
0,118.0,192715656.0,92.0,0.0,100.0,12.0,100.0,0.0,89.0,862509283.0,59.0,36574.0,100.0,0.0,100.0,12.0,100.0,0.0,96.0,9441.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,433.0,100.0,7.0,100.0,0.0,100.0,0.0,97.0,24531.0,100.0,0.0,100.0,7.0,100.0,503.0,100.0,503.0,200.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
1,81.0,113372812.0,93.0,0.0,100.0,4.0,100.0,3176.0,93.0,1917132793.0,75.0,22253.0,100.0,0.0,100.0,4.0,100.0,1.0,86.0,29686.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
0,73.0,21436040.0,95.0,0.0,100.0,4.0,100.0,0.0,93.0,1828790812.0,72.0,24651.0,100.0,0.0,100.0,4.0,100.0,5.0,85.0,31971.0,38.0,38.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,100.0,1944.0,100.0,15.0,100.0,0.0,100.0,0.0,51.0,19742.0,100.0,0.0,100.0,15.0,100.0,5.0,100.0,8678.0,100.0,27.0,100.0,624.0,100.0,0.0,200.0,0.0
0,113.0,55559520.0,92.0,0.0,100.0,14.0,100.0,0.0,88.0,742050767.0,62.0,34125.0,100.0,0.0,100.0,14.0,100.0,0.0,96.0,9302.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,173.0,381.0,100.0,14.0,100.0,0.0,100.0,0.0,100.0,4670.0,100.0,0.0,100.0,14.0,100.0,196.0,100.0,196.0,200.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,99.0,7536.0,100.0,0.0,100.0,1.0,100.0,589.0,100.0,589.0,187.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
1,56.0,157953632.0,91.0,0.0,100.0,9.0,99.0,4160.0,83.0,178124116.0,78.0,19885.0,100.0,0.0,100.0,7.0,100.0,340.0,100.0,1144.0,30.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
0,84.0,232472216.0,99.0,0.0,100.0,1.0,100.0,0.0,83.0,212512360.0,90.0,9497.0,100.0,0.0,100.0,1.0,100.0,131.0,100.0,715.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0
0,119.0,201922224.0,91.0,0.0,100.0,11.0,100.0,0.0,90.0,994300346.0,58.0,37099.0,100.0,0.0,100.0,11.0,100.0,3.0,97.0,7212.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,10.0
0,74.0,26354856.0,99.0,0.0,100.0,1.0,100.0,0.0,83.0,216785475.0,99.0,1624.0,100.0,0.0,100.0,1.0,100.0,8.0,100.0,647.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
1,83.0,180413312.0,99.0,0.0,100.0,1.0,100.0,0.0,85.0,337438766.0,98.0,2469.0,100.0,0.0,100.0,1.0,100.0,5.0,100.0,692.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
0,83.0,205464784.0,89.0,0.0,100.0,6.0,100.0,0.0,91.0,1231727172.0,75.0,22299.0,100.0,0.0,100.0,6.0,100.0,0.0,86.0,29905.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0
0,114.0,78135752.0,93.0,0.0,100.0,7.0,100.0,0.0,88.0,683234450.0,63.0,33287.0,100.0,0.0,100.0,7.0,100.0,0.0,99.0,3397.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
0,118.0,177135744.0,95.0,0.0,100.0,5.0,100.0,0.0,81.0,139599137.0,54.0,40569.0,100.0,0.0,100.0,5.0,100.0,0.0,80.0,41685.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0
0,114.0,71659624.0,93.0,0.0,100.0,7.0,100.0,0.0,79.0,85677693.0,58.0,37513.0,100.0,0.0,100.0,7.0,100.0,0.0,94.0,12083.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,142.0,553.0,100.0,13.0,100.0,0.0,100.0,0.0,93.0,49324.0,100.0,0.0,100.0,13.0,100.0,703.0,100.0,703.0,230.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,100.0,1338.0,100.0,6.0,100.0,0.0,100.0,0.0,36.0,25874.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,8781.0,100.0,30.0,100.0,40.0,100.0,0.0,200.0,0.0
0,82.0,143684432.0,94.0,0.0,100.0,3.0,100.0,0.0,94.0,2372844201.0,68.0,28510.0,100.0,0.0,100.0,3.0,100.0,4.0,87.0,26147.0,42.0,42.0,100.0,0.0,100.0,0.0,200.0,0.0
0,80.0,99798616.0,89.0,0.0,100.0,8.0,100.0,0.0,85.0,293396830.0,90.0,9545.0,100.0,0.0,100.0,8.0,100.0,134.0,100.0,1389.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,149526584.0,93.0,0.0,100.0,5.0,100.0,0.0,87.0,553268808.0,86.0,12493.0,100.0,0.0,100.0,5.0,100.0,162.0,99.0,2534.0,21.0,21.0,100.0,0.0,100.0,0.0,200.0,0.0
0,115.0,91672688.0,92.0,0.0,100.0,9.0,100.0,0.0,83.0,203092468.0,60.0,35442.0,100.0,0.0,100.0,9.0,100.0,0.0,85.0,31363.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0
1,57.0,36523392.0,89.0,0.0,100.0,8.0,99.0,4256.0,93.0,2210629270.0,73.0,23755.0,100.0,0.0,100.0,8.0,100.0,11.0,84.0,33812.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0
0,80.0,106051160.0,95.0,0.0,100.0,4.0,100.0,0.0,84.0,281480895.0,90.0,9541.0,100.0,0.0,100.0,4.0,100.0,122.0,100.0,1572.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
1,117.0,126160312.0,92.0,0.0,100.0,12.0,100.0,0.0,81.0,127432551.0,57.0,37979.0,100.0,0.0,100.0,12.0,100.0,0.0,96.0,9172.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0
1,79.0,83331264.0,91.0,0.0,100.0,5.0,100.0,0.0,94.0,2756995791.0,68.0,28556.0,100.0,0.0,100.0,5.0,100.0,4.0,88.0,25831.0,36.0,36.0,100.0,0.0,100.0,0.0,200.0,0.0
1,73.0,21417344.0,94.0,0.0,100.0,5.0,97.0,14584.0,89.0,878765654.0,82.0,16191.0,100.0,0.0,100.0,4.0,100.0,307.0,100.0,1226.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1600.0,0.0,0.0,100.0,4.0,100.0,1.0,0.0,0.0,92.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
0,75.0,34558656.0,91.0,0.0,100.0,13.0,100.0,0.0,87.0,486898158.0,91.0,8164.0,100.0,0.0,100.0,12.0,100.0,138.0,98.0,4004.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0
1,119.0,226240112.0,92.0,0.0,100.0,18.0,100.0,0.0,76.0,43533605.0,57.0,37775.0,100.0,0.0,100.0,18.0,100.0,4.0,95.0,11162.0,24.0,24.0,100.0,16.0,100.0,16.0,200.0,0.0
0,100.0,0.0,100.0,432.0,100.0,7.0,100.0,0.0,100.0,0.0,97.0,25658.0,100.0,0.0,100.0,7.0,100.0,311.0,100.0,311.0,176.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0
0,83.0,193778760.0,92.0,0.0,100.0,6.0,100.0,0.0,80.0,103709857.0,91.0,8420.0,100.0,0.0,100.0,6.0,100.0,97.0,100.0,1695.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
1,114.0,72623072.0,91.0,0.0,100.0,16.0,100.0,0.0,78.0,62262892.0,57.0,38159.0,100.0,0.0,100.0,16.0,100.0,1.0,96.0,9702.0,21.0,21.0,100.0,16.0,100.0,16.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,99.0,7535.0,100.0,0.0,100.0,2.0,100.0,597.0,100.0,597.0,200.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,2060536.0,92.0,0.0,100.0,10.0,100.0,0.0,94.0,2270277929.0,84.0,14182.0,100.0,0.0,100.0,10.0,100.0,265.0,100.0,896.0,23.0,23.0,100.0,8.0,100.0,8.0,200.0,0.0
0,83.0,198133176.0,85.0,0.0,100.0,8.0,100.0,0.0,91.0,1378998851.0,75.0,22631.0,100.0,0.0,100.0,8.0,100.0,5.0,86.0,29719.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,129.0,540.0,100.0,15.0,100.0,0.0,100.0,0.0,97.0,26743.0,100.0,0.0,100.0,15.0,100.0,352.0,100.0,352.0,166.0,36.0,100.0,0.0,100.0,0.0,200.0,28.0
0,100.0,0.0,100.0,0.0,100.0,3.0,100.0,0.0,100.0,0.0,100.0,5568.0,100.0,0.0,100.0,3.0,100.0,200.0,100.0,200.0,187.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
0,111.0,39541488.0,94.0,0.0,100.0,6.0,100.0,0.0,88.0,784263598.0,61.0,34369.0,100.0,0.0,100.0,6.0,100.0,0.0,98.0,5192.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0
0,80.0,92592416.0,89.0,0.0,100.0,9.0,100.0,0.0,91.0,1154221262.0,76.0,21691.0,100.0,0.0,100.0,9.0,100.0,7.0,86.0,29170.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0
0,81.0,112230560.0,89.0,0.0,100.0,8.0,100.0,0.0,88.0,681667440.0,84.0,14439.0,100.0,0.0,100.0,8.0,100.0,202.0,100.0,1059.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0
1,79.0,71201880.0,89.0,0.0,100.0,10.0,100.0,224.0,86.0,355853879.0,87.0,11512.0,100.0,0.0,100.0,10.0,100.0,160.0,100.0,1836.0,36.0,36.0,100.0,0.0,100.0,0.0,200.0,0.0
1,117.0,155567656.0,98.0,0.0,100.0,3.0,100.0,0.0,75.0,32184134.0,58.0,37301.0,100.0,0.0,100.0,2.0,100.0,0.0,84.0,33268.0,22.0,22.0,100.0,160.0,100.0,160.0,200.0,0.0
1,100.0,219.0,94.0,2008.0,100.0,13.0,252.0,0.0,252.0,0.0,100.0,36729.0,252.0,0.0,100.0,15.0,100.0,2.0,0.0,0.0,64.0,19.0,100.0,1.0,252.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,6157.0,100.0,0.0,100.0,1.0,100.0,224.0,100.0,224.0,200.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
1,53.0,40922832.0,89.0,0.0,100.0,19.0,98.0,10512.0,88.0,667426753.0,78.0,19535.0,100.0,0.0,100.0,15.0,100.0,268.0,100.0,1173.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,0.0,96.0,32380.0,100.0,0.0,100.0,4.0,100.0,334.0,100.0,334.0,214.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,128.0,544.0,100.0,20.0,100.0,0.0,100.0,0.0,95.0,39382.0,100.0,0.0,100.0,18.0,100.0,810.0,100.0,810.0,230.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
0,115.0,99816304.0,95.0,0.0,100.0,5.0,100.0,0.0,83.0,215470873.0,55.0,39631.0,100.0,0.0,100.0,5.0,100.0,0.0,81.0,38660.0,21.0,21.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,99.0,9050.0,100.0,0.0,100.0,1.0,100.0,1034.0,100.0,1034.0,206.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,7882.0,100.0,1.0,100.0,0.0,100.0,0.0,73.0,10928.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,41.0,100.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0
0,78.0,58021728.0,95.0,0.0,100.0,4.0,100.0,0.0,89.0,712052625.0,86.0,12742.0,100.0,0.0,100.0,4.0,100.0,180.0,100.0,634.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,83.0,206247280.0,95.0,0.0,100.0,4.0,100.0,0.0,82.0,149988615.0,81.0,17056.0,100.0,0.0,100.0,3.0,100.0,292.0,100.0,984.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,84.0,226069872.0,88.0,0.0,100.0,6.0,100.0,0.0,95.0,2962930477.0,66.0,30179.0,100.0,0.0,100.0,6.0,100.0,66.0,100.0,290.0,39.0,39.0,100.0,0.0,100.0,0.0,200.0,0.0
0,78.0,62530712.0,96.0,0.0,100.0,3.0,100.0,0.0,88.0,597224268.0,86.0,12738.0,100.0,0.0,100.0,3.0,100.0,181.0,100.0,683.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,79.0,70980984.0,92.0,0.0,100.0,4.0,100.0,0.0,94.0,2571455991.0,71.0,25845.0,100.0,0.0,100.0,4.0,100.0,0.0,83.0,34379.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0
0,117.0,147689256.0,91.0,0.0,100.0,14.0,100.0,0.0,87.0,664914316.0,62.0,34112.0,100.0,0.0,100.0,14.0,100.0,0.0,96.0,9709.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
1,200.0,0.0,154.0,1300.0,100.0,932.0,200.0,0.0,200.0,0.0,39.0,45202.0,100.0,0.0,100.0,9.0,200.0,2.0,62.0,415161.0,108.0,35.0,200.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,451.0,100.0,6.0,100.0,0.0,100.0,0.0,96.0,31095.0,100.0,0.0,100.0,6.0,100.0,214.0,100.0,214.0,230.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
1,77.0,46917336.0,97.0,0.0,100.0,3.0,100.0,0.0,82.0,175483767.0,81.0,17351.0,100.0,0.0,100.0,2.0,100.0,308.0,100.0,1069.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,201.0
0,100.0,0.0,100.0,6929.0,100.0,3.0,100.0,0.0,100.0,0.0,73.0,10944.0,100.0,0.0,100.0,3.0,100.0,2.0,100.0,68.0,100.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
1,82.0,175786066.0,98.0,0.0,100.0,2.0,100.0,0.0,63.0,2078443.0,98.0,1937.0,100.0,0.0,100.0,3.0,100.0,0.0,96.0,9033.0,21.0,21.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,166902600.0,95.0,0.0,100.0,4.0,100.0,0.0,92.0,1734131207.0,77.0,20518.0,100.0,0.0,100.0,4.0,100.0,24.0,93.0,15034.0,37.0,37.0,100.0,0.0,100.0,0.0,200.0,0.0
0,75.0,29592296.0,90.0,0.0,100.0,11.0,100.0,0.0,85.0,284235798.0,90.0,9108.0,100.0,0.0,100.0,11.0,100.0,108.0,100.0,1722.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,145.0,535.0,100.0,14.0,100.0,0.0,100.0,0.0,97.0,26742.0,100.0,0.0,100.0,14.0,100.0,324.0,100.0,324.0,193.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,200.0,0.0,148.0,1591.0,100.0,10.0,200.0,0.0,200.0,0.0,32.0,49980.0,100.0,0.0,100.0,10.0,200.0,7.0,183.0,52554.0,118.0,25.0,200.0,0.0,100.0,0.0,200.0,0.0
0,82.0,149665352.0,90.0,0.0,100.0,5.0,100.0,0.0,90.0,972001389.0,66.0,29963.0,100.0,0.0,100.0,5.0,100.0,5.0,96.0,8936.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,166.0,400.0,100.0,18.0,100.0,0.0,100.0,0.0,100.0,4674.0,100.0,0.0,100.0,18.0,100.0,207.0,100.0,207.0,181.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,78.0,69827472.0,96.0,0.0,100.0,2.0,100.0,0.0,90.0,1067132221.0,66.0,29973.0,100.0,0.0,100.0,2.0,100.0,5.0,96.0,9206.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,120.0,1977176.0,92.0,0.0,100.0,9.0,100.0,0.0,89.0,882061578.0,60.0,35460.0,100.0,0.0,100.0,9.0,100.0,0.0,83.0,34327.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,6167.0,100.0,0.0,100.0,2.0,100.0,226.0,100.0,226.0,253.0,18.0,100.0,0.0,100.0,0.0,200.0,0.0
0,200.0,0.0,155.0,1216.0,100.0,121.0,200.0,0.0,200.0,0.0,58.0,31238.0,100.0,0.0,100.0,3.0,200.0,0.0,193.0,21696.0,112.0,31.0,200.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,142.0,540.0,100.0,14.0,100.0,0.0,100.0,0.0,97.0,22632.0,100.0,0.0,100.0,14.0,100.0,373.0,100.0,373.0,181.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,537.0,100.0,9.0,100.0,0.0,100.0,0.0,97.0,25541.0,100.0,0.0,100.0,9.0,100.0,159.0,100.0,159.0,193.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,79.0,88513304.0,96.0,0.0,100.0,3.0,100.0,0.0,91.0,1159055365.0,77.0,20683.0,100.0,0.0,100.0,3.0,100.0,7.0,87.0,27812.0,30.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
0,80.0,95886000.0,89.0,0.0,100.0,12.0,100.0,0.0,88.0,617294821.0,84.0,14441.0,100.0,0.0,100.0,12.0,100.0,227.0,100.0,1147.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,83.0,212604280.0,100.0,0.0,100.0,5.0,100.0,0.0,86.0,381419250.0,88.0,10945.0,100.0,0.0,100.0,5.0,100.0,2.0,100.0,266.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,0.0,96.0,32457.0,100.0,0.0,100.0,4.0,100.0,40.0,100.0,40.0,240.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0
0,84.0,224390192.0,98.0,0.0,100.0,2.0,100.0,0.0,81.0,137580897.0,99.0,921.0,100.0,0.0,100.0,2.0,100.0,5.0,100.0,167.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,7808.0,100.0,1.0,100.0,0.0,100.0,0.0,97.0,1273.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,70.0,100.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,69.0,7336856.0,92.0,0.0,100.0,7.0,100.0,0.0,84.0,247905718.0,99.0,1578.0,100.0,0.0,100.0,7.0,100.0,11.0,100.0,215.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,168779244.0,95.0,0.0,100.0,4.0,100.0,0.0,93.0,1779371266.0,77.0,20516.0,100.0,0.0,100.0,4.0,100.0,50.0,95.0,11151.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
1,82.0,168805456.0,99.0,0.0,100.0,1.0,100.0,0.0,87.0,498542758.0,97.0,3043.0,100.0,0.0,100.0,1.0,100.0,13.0,100.0,212.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0
0,83.0,223525272.0,96.0,0.0,100.0,3.0,100.0,0.0,77.0,49524405.0,91.0,8373.0,100.0,0.0,100.0,3.0,100.0,101.0,100.0,1588.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0
0,79.0,72527424.0,92.0,0.0,100.0,4.0,100.0,0.0,95.0,2967799871.0,65.0,30810.0,100.0,0.0,100.0,4.0,100.0,75.0,100.0,228.0,30.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0
0,119.0,204311768.0,93.0,0.0,100.0,7.0,100.0,0.0,80.0,101701101.0,57.0,37956.0,100.0,0.0,100.0,7.0,100.0,0.0,94.0,12412.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,6872.0,100.0,0.0,100.0,2.0,100.0,257.0,100.0,257.0,222.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
1,100.0,0.0,100.0,1975.0,100.0,10.0,100.0,0.0,100.0,0.0,53.0,19073.0,100.0,0.0,100.0,10.0,100.0,3.0,100.0,8590.0,100.0,34.0,100.0,24.0,100.0,0.0,200.0,0.0
1,83.0,213747360.0,88.0,0.0,100.0,14.0,94.0,24096.0,89.0,884445425.0,76.0,21192.0,100.0,0.0,100.0,13.0,100.0,309.0,100.0,1861.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0
1,84.0,234176912.0,91.0,0.0,100.0,14.0,100.0,0.0,92.0,1436637260.0,76.0,21086.0,100.0,0.0,100.0,12.0,100.0,13.0,85.0,30126.0,42.0,42.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,175904984.0,89.0,0.0,100.0,10.0,100.0,0.0,92.0,1471657920.0,76.0,21177.0,100.0,0.0,100.0,10.0,100.0,52.0,95.0,10304.0,37.0,37.0,100.0,0.0,100.0,0.0,200.0,0.0
0,78.0,69198960.0,98.0,0.0,100.0,2.0,100.0,0.0,86.0,421008628.0,98.0,2471.0,100.0,0.0,100.0,2.0,100.0,13.0,100.0,353.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,431.0,100.0,7.0,100.0,0.0,100.0,0.0,96.0,32447.0,100.0,0.0,100.0,7.0,100.0,335.0,100.0,335.0,230.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
1,80.0,108444160.0,100.0,0.0,100.0,6.0,100.0,0.0,81.0,120789729.0,85.0,13613.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,26.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,1296.0
1,98.0,196609.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,99.0,9099.0,100.0,0.0,100.0,1.0,100.0,959.0,100.0,959.0,214.0,28.0,100.0,2.0,100.0,0.0,200.0,0.0
0,100.0,0.0,100.0,457.0,100.0,8.0,100.0,0.0,100.0,0.0,97.0,25545.0,95.0,1.0,100.0,8.0,100.0,282.0,100.0,282.0,206.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,81.0,116055544.0,92.0,0.0,100.0,6.0,100.0,0.0,86.0,401325160.0,88.0,10602.0,100.0,0.0,100.0,7.0,100.0,138.0,100.0,1305.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0
1,80.0,103809032.0,90.0,0.0,100.0,11.0,100.0,0.0,87.0,487813271.0,97.0,3496.0,100.0,0.0,100.0,11.0,100.0,22.0,100.0,1142.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,83.0,183807368.0,98.0,0.0,100.0,2.0,100.0,0.0,75.0,29950930.0,100.0,321.0,100.0,0.0,100.0,2.0,100.0,1.0,100.0,232.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0
0,82.0,144610320.0,98.0,0.0,100.0,2.0,100.0,0.0,81.0,136031268.0,99.0,912.0,100.0,0.0,100.0,2.0,100.0,3.0,100.0,158.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0
0,81.0,129815632.0,99.0,0.0,100.0,1.0,100.0,0.0,83.0,204454711.0,99.0,1376.0,100.0,0.0,100.0,1.0,100.0,7.0,100.0,62.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
1,80.0,95471084.0,93.0,0.0,100.0,5.0,100.0,464.0,88.0,633698708.0,95.0,4807.0,100.0,0.0,100.0,5.0,100.0,59.0,100.0,216.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0
1,84.0,229747424.0,99.0,0.0,100.0,1.0,100.0,1033.0,87.0,466081036.0,97.0,3332.0,100.0,0.0,100.0,1.0,100.0,27.0,100.0,1136.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0
1,84.0,225789976.0,92.0,0.0,100.0,6.0,89.0,39104.0,88.0,566469941.0,87.0,11490.0,100.0,0.0,100.0,6.0,100.0,148.0,100.0,1340.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0
1,83.0,222822344.0,89.0,0.0,100.0,20.0,100.0,0.0,83.0,205716242.0,79.0,18580.0,100.0,0.0,100.0,19.0,100.0,297.0,100.0,937.0,21.0,21.0,100.0,0.0,100.0,0.0,200.0,0.0
0,78.0,67539896.0,96.0,0.0,100.0,3.0,100.0,0.0,82.0,174467025.0,90.0,9505.0,100.0,0.0,100.0,3.0,100.0,150.0,100.0,743.0,40.0,40.0,100.0,0.0,100.0,0.0,200.0,0.0
1,115.0,91398416.0,96.0,0.0,100.0,4.0,100.0,248.0,82.0,179699915.0,51.0,43027.0,100.0,0.0,100.0,4.0,100.0,1.0,73.0,55939.0,17.0,17.0,100.0,16.0,100.0,16.0,200.0,0.0
0,113.0,52828672.0,91.0,0.0,100.0,15.0,100.0,0.0,87.0,669145424.0,63.0,33286.0,100.0,0.0,100.0,15.0,100.0,0.0,98.0,4347.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0
